iso,pais,anio,pib_per_capita,exportaciones_pc,exportaciones_usd,poblacion,inflacion
USA,Estados Unidos,1990,23888.6000088133,9.25473206751338,551873000000,249623000,5.39795643990325
USA,Estados Unidos,1991,24342.2589048189,9.66090512231881,594931000000,252981000,4.2349639645384904
USA,Estados Unidos,1992,25418.9907763319,9.70891490564814,633053000000,256514000,3.02881967814969
USA,Estados Unidos,1993,26387.2937338171,9.54718039168286,654799000000,259919000,2.95165696638559
USA,Estados Unidos,1994,27694.853416234,9.89314741556332,720937000000,263126000,2.60744159215453
USA,Estados Unidos,1995,28690.8757013347,10.639223880261,812810000000,266278000,2.80541968853662
USA,Estados Unidos,1996,29967.7127181749,10.7466355642836,867589000000,269394000,2.93120419993441
USA,Estados Unidos,1997,31459.1299691554,11.1197577117574,953803000000,272657000,2.33768993730735
USA,Estados Unidos,1998,32853.6725949234,10.5152625281963,952979000000,275854000,1.55227909874364
USA,Estados Unidos,1999,34515.3813073394,10.3093372229257,992910000000,279040000,2.18802719697358
USA,Estados Unidos,2000,36329.9702595751,10.6927727297913,1096111000000,282162411,3.37685727149929
USA,Estados Unidos,2001,37133.6203973517,9.70344820873397,1026812000000,284968955,2.82617111885407
USA,Estados Unidos,2002,37997.7424300242,9.13138565379718,997979000000,287625193,1.58603162650601
USA,Estados Unidos,2003,39490.3023903176,9.03565240541354,1035165000000,290107933,2.27009497336115
USA,Estados Unidos,2004,41724.6411982614,9.62874787307988,1176363000000,292805298,2.67723669309172
USA,Estados Unidos,2005,44123.3996470026,9.98205641037558,1301580000000,295516599,3.3927468454955
USA,Estados Unidos,2006,46301.9876485519,10.641389509223,1470170000000,298379912,3.22594410070404
USA,Estados Unidos,2007,48050.227412195,11.4637892950146,1659295000000,301231207,2.85267248150138
USA,Estados Unidos,2008,48570.0594269601,12.4258439246081,1835280000000,304093966,3.839100296651
USA,Estados Unidos,2009,47194.9500893872,10.9322190593537,1582774000000,306771529,-0.355546266299747
USA,Estados Unidos,2010,48642.6312088213,12.3413554322086,1857247000000,309378227,1.6400434423899
USA,Estados Unidos,2011,50024.8812320773,13.5634637825829,2115864000000,311839461,3.156841568622
USA,Estados Unidos,2012,51708.3940614082,13.6440512687054,2217700000000,314339099,2.06933726526067
USA,Estados Unidos,2013,53297.3862901595,13.5534918818154,2287922000000,316726282,1.46483265562717
USA,Estados Unidos,2014,55153.3940182967,13.5082142132235,2378545000000,319257560,1.62222297740817
USA,Estados Unidos,2015,56849.4697923159,12.4111486301271,2270622000000,321815121,0.118627135552451
USA,Estados Unidos,2016,57976.628204291,11.8881592273253,2235558000000,324353340,1.26158320570536
USA,Estados Unidos,2017,60047.7190728307,12.177481026766,2388260000000,326608609,2.13011000365961
USA,Estados Unidos,2018,62875.6661382728,12.2871107596266,2538089000000,328529577,2.44258329692817
USA,Estados Unidos,2019,65227.9565911038,11.7891974097286,2539391000000,330226227,1.81221007526021
USA,Estados Unidos,2020,64465.2971415748,10.1230809550527,2163837000000,331578104,1.23358439630629
USA,Estados Unidos,2021,71441.2319805947,10.8266687797107,2568697000000,332100166,4.69785886363742
USA,Estados Unidos,2022,78008.6895811877,11.6540970440015,3036430000000,333996304,8.00279982052121
USA,Estados Unidos,2023,82586.7847707894,11.0506737190927,3073360000000,336755052,4.11633838374488
USA,Estados Unidos,2024,86169.6641581917,10.97469647515,3215368000000,340003797,2.94952520485207
USA,Estados Unidos,2025,90026.5163005744,NA,NA,341784857,NA
IND,India,1990,371.085936203765,7.05335023414457,22639774911.5525,864972221,8.97123250273255
IND,India,1991,305.574055928592,8.49424077053547,22943398073.2995,883927600,13.8702461773683
IND,India,1992,319.182472626315,8.84292692502088,25486029046.6975,902957070,11.7878170418134
IND,India,1993,302.884806246174,9.83421745486326,27466541462.9135,922118387,6.32689048779867
IND,India,1994,347.73421473994,9.8880849164454,32361214431.4321,941163767,10.2479355556119
IND,India,1995,375.17600537305,10.8439680350622,39068855117.8518,960301044,10.2248861637545
IND,India,1996,401.046754673579,10.3851692716063,40803004618.1754,979678458,8.97715233826453
IND,India,1997,416.228116203753,10.690717318379,44459225642.5392,999133762,7.16425211462721
IND,India,1998,413.630864056851,11.0184691793102,46426465025.0477,1018665080,13.2308389767977
IND,India,1999,441.927991436397,11.4520646128009,52544483402.6936,1038225823,4.6698203803759
IND,India,2000,442.750218937263,12.9972363113479,60878472821.2004,1057922733,4.0094359104519
IND,India,2001,450.357900514128,12.5583796339108,60963415576.6447,1077898575,3.77929312235637
IND,India,2002,469.149928973927,14.2643839243147,73452895951.6331,1097600380,4.29715203929562
IND,India,2003,544.143133545002,14.9479138581734,90838575243.7621,1116803006,3.80585899528853
IND,India,2004,624.258826510066,17.8591249630479,126648472020.752,1135991513,3.76725173477517
IND,India,2005,710.488080408949,19.6052466948335,160838260680.778,1154676322,4.24634362031924
IND,India,2006,801.668353659022,21.2679414221966,199973922363.783,1172878890,5.79652337561634
IND,India,2007,1021.88707706826,20.7996997489032,253077526013.168,1190676021,6.37288135593231
IND,India,2008,992.519584923828,24.0973572601391,288902044820.698,1207930964,8.34926704907575
