clave,fecha,cierre
BIMBOA.MX,2024-08-08,68.58000183105469
BIMBOA.MX,2024-08-09,69.08000183105469
BIMBOA.MX,2024-08-12,68.61000061035156
BIMBOA.MX,2024-08-13,70.25
BIMBOA.MX,2024-08-14,70.01000213623047
BIMBOA.MX,2024-08-15,69.470001220703125
BIMBOA.MX,2024-08-16,69.88999938964844
BIMBOA.MX,2024-08-19,70.410003662109375
BIMBOA.MX,2024-08-20,70.4000015258789
BIMBOA.MX,2024-08-21,69.13999938964844
BIMBOA.MX,2024-08-22,68.5199966430664
BIMBOA.MX,2024-08-23,68.73999786376953
BIMBOA.MX,2024-08-26,70.19999694824219
BIMBOA.MX,2024-08-27,67.76000213623047
BIMBOA.MX,2024-08-28,68.11000061035156
BIMBOA.MX,2024-08-29,69.5
BIMBOA.MX,2024-08-30,70.70999908447266
BIMBOA.MX,2024-09-02,70.25
BIMBOA.MX,2024-09-03,68.94000244140625
BIMBOA.MX,2024-09-04,70.98999786376953
BIMBOA.MX,2024-09-05,69.87999725341797
BIMBOA.MX,2024-09-06,69.19000244140625
BIMBOA.MX,2024-09-09,69.0999984741211
BIMBOA.MX,2024-09-10,68.2699966430664
BIMBOA.MX,2024-09-11,67.98999786376953
BIMBOA.MX,2024-09-12,69.339996337890625
BIMBOA.MX,2024-09-13,68.68000030517578
BIMBOA.MX,2024-09-17,67.87000274658203
BIMBOA.MX,2024-09-18,68.44999694824219
BIMBOA.MX,2024-09-19,69.79000091552734
BIMBOA.MX,2024-09-20,66.43000030517578
BIMBOA.MX,2024-09-23,68.33000183105469
BIMBOA.MX,2024-09-24,69.8499984741211
BIMBOA.MX,2024-09-25,68.6500015258789
BIMBOA.MX,2024-09-26,69.19000244140625
BIMBOA.MX,2024-09-27,68.1500015258789
BIMBOA.MX,2024-09-30,67.70999908447266
BIMBOA.MX,2024-10-02,66.9800033569336
BIMBOA.MX,2024-10-03,65.73999786376953
BIMBOA.MX,2024-10-04,67.339996337890625
BIMBOA.MX,2024-10-07,66.20999908447266
BIMBOA.MX,2024-10-08,66.029998779296875
BIMBOA.MX,2024-10-09,64.6500015258789
BIMBOA.MX,2024-10-10,64.5
BIMBOA.MX,2024-10-11,65.94999694824219
BIMBOA.MX,2024-10-14,64.470001220703125
BIMBOA.MX,2024-10-15,64.160003662109375
BIMBOA.MX,2024-10-16,65.339996337890625
BIMBOA.MX,2024-10-17,65.4000015258789
BIMBOA.MX,2024-10-18,65.5
BIMBOA.MX,2024-10-21,64.660003662109375
BIMBOA.MX,2024-10-22,64.5999984741211
BIMBOA.MX,2024-10-23,64.4000015258789
BIMBOA.MX,2024-10-24,64.16999816894531
BIMBOA.MX,2024-10-25,63.099998474121094
BIMBOA.MX,2024-10-28,64.9000015258789
BIMBOA.MX,2024-10-29,62
BIMBOA.MX,2024-10-30,61.93000030517578
BIMBOA.MX,2024-10-31,61.970001220703125
BIMBOA.MX,2024-11-01,61.36000061035156
BIMBOA.MX,2024-11-04,62.83000183105469
BIMBOA.MX,2024-11-05,62.779998779296875
BIMBOA.MX,2024-11-06,63.400001525878906
BIMBOA.MX,2024-11-07,66.51000213623047
BIMBOA.MX,2024-11-08,66.93000030517578
BIMBOA.MX,2024-11-11,65.30000305175781
BIMBOA.MX,2024-11-12,62.81999969482422
BIMBOA.MX,2024-11-13,62.79999923706055
BIMBOA.MX,2024-11-14,62.63999938964844
BIMBOA.MX,2024-11-15,63.150001525878906
BIMBOA.MX,2024-11-19,61.11000061035156
BIMBOA.MX,2024-11-20,61.38999938964844
BIMBOA.MX,2024-11-21,61
BIMBOA.MX,2024-11-22,60.810001373291016
BIMBOA.MX,2024-11-25,60.31999969482422
BIMBOA.MX,2024-11-26,59.720001220703125
BIMBOA.MX,2024-11-27,59.9900016784668
BIMBOA.MX,2024-11-28,60.220001220703125
BIMBOA.MX,2024-11-29,59.650001525878906
BIMBOA.MX,2024-12-02,60.869998931884766
BIMBOA.MX,2024-12-03,59.689998626708984
BIMBOA.MX,2024-12-04,58.95000076293945
BIMBOA.MX,2024-12-05,59.029998779296875
BIMBOA.MX,2024-12-06,58.79999923706055
BIMBOA.MX,2024-12-09,58.599998474121094
BIMBOA.MX,2024-12-10,57.849998474121094
BIMBOA.MX,2024-12-11,58.45000076293945
BIMBOA.MX,2024-12-13,58.02000045776367
BIMBOA.MX,2024-12-16,56.959999084472656
BIMBOA.MX,2024-12-17,55.880001068115234
BIMBOA.MX,2024-12-18,55.709999084472656
BIMBOA.MX,2024-12-19,55.81999969482422
BIMBOA.MX,2024-12-20,55.7400016784668
BIMBOA.MX,2024-12-23,55.88999938964844
BIMBOA.MX,2024-12-24,55.540000915527344
BIMBOA.MX,2024-12-26,54.9900016784668
BIMBOA.MX,2024-12-27,54.83000183105469
BIMBOA.MX,2024-12-30,54.38999938964844
BIMBOA.MX,2024-12-31,55.349998474121094
BIMBOA.MX,2025-01-02,55.16999816894531
BIMBOA.MX,2025-01-03,54.369998931884766
BIMBOA.MX,2025-01-06,54.439998626708984
BIMBOA.MX,2025-01-07,54.31999969482422
BIMBOA.MX,2025-01-08,51.70000076293945
BIMBOA.MX,2025-01-09,51.400001525878906
BIMBOA.MX,2025-01-10,50.529998779296875
BIMBOA.MX,2025-01-13,50.83000183105469
BIMBOA.MX,2025-01-14,50.84000015258789
BIMBOA.MX,2025-01-15,50.459999084472656
BIMBOA.MX,2025-01-16,49.310001373291016
BIMBOA.MX,2025-01-17,52.08000183105469
BIMBOA.MX,2025-01-20,52.20000076293945
BIMBOA.MX,2025-01-21,53
BIMBOA.MX,2025-01-22,54.709999084472656
BIMBOA.MX,2025-01-23,53.970001220703125
BIMBOA.MX,2025-01-24,54.31999969482422
BIMBOA.MX,2025-01-27,53.720001220703125
BIMBOA.MX,2025-01-28,54.40999984741211
BIMBOA.MX,2025-01-29,54.220001220703125
BIMBOA.MX,2025-01-30,54.95000076293945
BIMBOA.MX,2025-01-31,54.29999923706055
BIMBOA.MX,2025-02-04,54.310001373291016
BIMBOA.MX,2025-02-05,54.38999938964844
BIMBOA.MX,2025-02-06,54.4900016784668
BIMBOA.MX,2025-02-07,54.04999923706055
BIMBOA.MX,2025-02-10,54.41999816894531
BIMBOA.MX,2025-02-11,55.349998474121094
BIMBOA.MX,2025-02-12,56.83000183105469
BIMBOA.MX,2025-02-13,57.63999938964844
BIMBOA.MX,2025-02-14,56.900001525878906
BIMBOA.MX,2025-02-17,56.79999923706055
BIMBOA.MX,2025-02-18,57.43000030517578
BIMBOA.MX,2025-02-19,56.369998931884766
BIMBOA.MX,2025-02-20,56.779998779296875
BIMBOA.MX,2025-02-21,56.2599983215332
BIMBOA.MX,2025-02-24,56.59000015258789
BIMBOA.MX,2025-02-25,56.4900016784668
BIMBOA.MX,2025-02-26,57.31999969482422
BIMBOA.MX,2025-02-27,54.5099983215332
BIMBOA.MX,2025-02-28,55.33000183105469
BIMBOA.MX,2025-03-03,54.630001068115234
BIMBOA.MX,2025-03-04,54.91999816894531
BIMBOA.MX,2025-03-05,56.68000030517578
BIMBOA.MX,2025-03-06,56.41999816894531
BIMBOA.MX,2025-03-07,58.31999969482422
BIMBOA.MX,2025-03-10,56.5099983215332
BIMBOA.MX,2025-03-11,54.5
BIMBOA.MX,2025-03-12,54.75
BIMBOA.MX,2025-03-13,55.27000045776367
BIMBOA.MX,2025-03-14,54.650001525878906
BIMBOA.MX,2025-03-18,55.93000030517578
BIMBOA.MX,2025-03-19,55.5
BIMBOA.MX,2025-03-20,54.369998931884766
BIMBOA.MX,2025-03-21,54.66999816894531
BIMBOA.MX,2025-03-24,54.68000030517578
BIMBOA.MX,2025-03-25,55.310001373291016
BIMBOA.MX,2025-03-26,55.86000061035156
BIMBOA.MX,2025-03-27,55.83000183105469
BIMBOA.MX,2025-03-28,56.380001068115234
BIMBOA.MX,2025-03-31,55.4900016784668
BIMBOA.MX,2025-04-01,57.290000915527344
BIMBOA.MX,2025-04-02,58.9900016784668
BIMBOA.MX,2025-04-03,59.630001068115234
BIMBOA.MX,2025-04-04,56.290000915527344
BIMBOA.MX,2025-04-07,55.36000061035156
BIMBOA.MX,2025-04-08,55.9900016784668
BIMBOA.MX,2025-04-09,59.06999969482422
BIMBOA.MX,2025-04-10,57.790000915527344
BIMBOA.MX,2025-04-11,58.290000915527344
BIMBOA.MX,2025-04-14,59.33000183105469
BIMBOA.MX,2025-04-15,59.2400016784668
BIMBOA.MX,2025-04-16,60.130001068115234
BIMBOA.MX,2025-04-21,62.5099983215332
BIMBOA.MX,2025-04-22,63.38999938964844
BIMBOA.MX,2025-04-23,66.5
BIMBOA.MX,2025-04-24,67.51000213623047
BIMBOA.MX,2025-04-25,66.51000213623047
BIMBOA.MX,2025-04-28,67.38999938964844
BIMBOA.MX,2025-04-29,63.29999923706055
BIMBOA.MX,2025-04-30,59.66999816894531
BIMBOA.MX,2025-05-02,58.220001220703125
BIMBOA.MX,2025-05-05,58.36000061035156
BIMBOA.MX,2025-05-06,60.529998779296875
BIMBOA.MX,2025-05-07,60.310001373291016
BIMBOA.MX,2025-05-08,59.849998474121094
BIMBOA.MX,2025-05-09,58.77000045776367
BIMBOA.MX,2025-05-12,58.31999969482422
BIMBOA.MX,2025-05-13,58.15999984741211
BIMBOA.MX,2025-05-14,57.63999938964844
BIMBOA.MX,2025-05-15,57.5099983215332
BIMBOA.MX,2025-05-16,57.5
BIMBOA.MX,2025-05-19,58.209999084472656
BIMBOA.MX,2025-05-20,55.40999984741211
BIMBOA.MX,2025-05-21,55.689998626708984
BIMBOA.MX,2025-05-22,55.459999084472656
BIMBOA.MX,2025-05-23,56
